code,year,Manip,Readty,Analy,Turn,Roe,Lev,Size,Comstate,Roc,PE,PS,Eps,Opps,Rps,Ncfops,IO,MO,ED,Beta,PB,sector,TOPSalary,Readty_predicted,Readty2,Lnma,Equity,Same,Digital,Big4
sh.600699,2016,0,10.19405147,3.433987204,398.079913,0.035714,0.6282,37232570836,0,0.0589,47.8802,2.8223,0.59,0.89,17.02,0.63,63.4309,3.0175,1.2977,1.54408,4.59582575,C,14.87180703,12.3947839,10.68824993,0,0,1,0,0
sh.600702,2016,0,11.77263151,2.772588722,634.30014,0.034489,0.4136,3965097339,0,-0.0127,183.4416,6.5935,0.16,0.32,3.26,0.2,49.7012,0.0187,2.4857,1.21994,3.20868025,C,14.73020041,12.30059226,12.30458663,0,0,0,0,0
sh.600706,2016,0,12.60475475,2.197224577,776.923289,0.060267,0.5014,1779686409,0,-0.173,72.8073,3.5998,0.13,0.12,1.39,0.36,60.3424,0,3.8764,1.21382,3.8173945,N,13.60479076,11.4286266,13.11035698,0,1,0,0,0
sh.600710,2016,0,12.73269996,0,95.815052,0.055618,0.8231,37021672338,651382478,0.7206,-14.4712,0.2949,-0.16,-0.08,0.55,-0.02,62.9347,0,0.2112,0.27008,5.206214,F,13.25321794,11.07539932,13.20696362,0,1,0,0,0
sh.600713,2016,1,12.78018366,1.098612289,339.985621,0.068644,0.7802,13961833948,0,-0.24,43.7534,0.2875,0.14,0.28,21.97,-0.85,53.7832,0.0019,0.1679,1.20147,2.58083675,F,14.70414269,12.24511981,13.26565964,0.693147181,1,0,0,1
sh.600714,2016,0,14.20308321,0,608.458533,0.097831,0.173,712251519.8,0,0.3015,40.9079,13.5464,0.34,0.31,0.38,-0.23,65.1197,0,1.5894,1.87511,7.0162775,C,13.72995376,11.56560761,14.71763759,0,1,0,0,0
sh.600715,2016,1,12.81256177,2.197224577,356.789307,0.132838,0.3804,7336300801,0,0.0637,164.307,47.4188,0.08,0.08,0.26,-0.18,73.3374,8.8834,1.0409,0.64925,8.26137775,R,15.00335429,12.51501566,13.29312943,0.693147181,1,0,0,0
sh.600716,2016,0,12.94235089,0.693147181,332.77909,0.014951,0.6311,9802834894,25839793,-0.3394,-108.6348,6.7447,0.01,0.02,1.15,-0.19,68.106,0.1133,0.0748,1.31789,2.01939675,K,14.42228307,12.07636723,13.42610489,0,1,0,0,0
sh.600725,2016,0,12.42482176,0,174.420424,16.106107,0.5592,217550755.3,0,-0.1834,-2.343,1.2586,-1.61,-1.23,1.13,-0.03,63.9,0.0003,1.994,1.25297,2.01939675,C,13.46836294,11.56323239,12.92973071,0,1,1,0,0
sh.600728,2016,0,12.60626341,3.218875825,510.029182,0.0402,0.4402,4918673062,0,-0.4093,66.0296,4.9355,0,0,0.35,-0.33,51.2611,4.4915,0.6857,1.37296,5.1676115,I,14.9223228,12.45422179,13.08372313,0,0,1,1,0
sh.600729,2016,2,11.36019751,2.564949357,397.395114,0.090037,0.6118,12316521257,0,-0.2766,22.8853,0.261,0.97,1.13,62.63,1.16,60.6818,0,0.6508,1.21667,2.0841065,F,14.92209135,12.33697996,11.84583266,1.098612289,1,0,1,0
sh.600732,2016,0,13.70206214,0,123.285152,0.050526,0.3896,663535012.6,0,-0.0052,-29.8212,31.0472,-0.01,-0.01,0.02,0.04,32.94,0,0.1548,0.68076,9.356642,C,12.8957162,10.67309441,14.16856777,0,1,0,0,0
sh.600734,2016,1,12.8101515,0.693147181,852.697014,0.072518,0.6436,7123455305,450000,-0.2808,50.2563,34.2523,0.21,0.21,3.73,-0.29,52.1452,1.5508,0.7853,1.44594,10.005343,C,14.44805865,12.1025348,13.29805609,0.693147181,0,0,1,0
sh.600735,2016,0,12.33112813,1.791759469,705.712315,0.07272,0.2073,1019151805,0,-0.1366,160.2782,5.9443,0.12,0.24,2.55,0.21,55.1731,1.008,1.239,1.39123,8.15344625,C,13.70413309,11.50036263,12.81202268,0,0,0,1,0
sh.600738,2016,0,11.36559366,0.693147181,515.176109,0.050214,0.4833,2406741065,25226,-0.1491,32.4923,3.1368,0.15,0.2,2.08,-0.26,51.3089,0.003,0.8543,1.28507,2.721858,F,14.48334044,12.08828599,11.86019272,0,0,0,0,0
sh.600741,2016,0,11.7490068,2.197224577,109.918798,0.159482,0.574,1.07612E+11,0,-0.054,9.7914,0.4766,0.45,0.72,10.01,2.68,75.9828,0.0054,0.2444,0.77011,1.1002145,C,15.06176698,12.51867101,12.20658192,0,1,0,0,1
sh.600745,2016,0,14.03095079,1.945910149,505.518131,0.011092,0.6035,12879837760,0,-0.4778,-119.4017,19.0465,0.03,0.09,5.86,0.98,52.7528,12.3043,0.2781,1.45132,2.596082667,C,14.84144498,12.38085949,14.49085025,0,0,0,0,0
sh.600748,2016,2,13.23026359,2.079441542,258.325888,0.060771,0.711,34803063709,0,-0.2066,25.644,2.2823,0.22,0.3,2.02,2.37,78.3085,0.0055,0.7687,1.0088,1.54111375,K,14.38818415,12.02666893,13.72769294,1.098612289,1,0,0,0
sh.600750,2016,0,11.63095682,0.693147181,454.800743,0.145195,0.1468,3065747046,0,-0.1267,26.9382,3.5598,0.85,1,3.64,1.94,55.8986,0,2.1289,1.16705,3.77781025,C,14.56546378,12.05844404,12.13480003,0,1,1,1,0
sh.600754,2016,2,13.23424528,2.397895273,292.515301,0.054259,0.676,44196065202,219125242,-0.426,37.1079,5.0732,0.53,0.85,9.41,1.78,76.3078,0.0111,3.681,1.1258,2.63021275,H,14.41539102,12.00556856,13.69648605,1.098612289,1,0,0,1
sh.600755,2016,1,12.66073207,1.945910149,405.930504,0.06786,0.6729,54773237349,0,-0.1202,17.5855,0.2126,0.47,0.88,39.69,-3.74,40.1662,0,0.0464,1.21779,1.150007,F,15.11690068,12.51905068,13.17109893,0.693147181,1,0,0,0
sh.600758,2016,1,12.85661878,0,2023.282244,0.03369,0.6894,16591062038,91097500,-0.1694,-26.539,2.4287,-0.23,-0.24,3.12,0.31,70.2468,0,2.241,1.2632,3.419463,B,13.60701052,11.67629819,13.3451931,0.693147181,1,0,0,0
sh.600759,2016,0,12.61862477,2.63905733,253.776353,0.007723,0.649,17375750786,0,0.251,337.457,17.6318,0,-0.01,0.38,0.07,68.5491,0.0022,0.8491,1.14772,3.407819,B,14.98889043,12.54618517,13.08907294,0,0,0,0,0
sh.600760,2016,2,12.09778687,2.079441542,566.208814,0.063215,0.663,1698599037,0,0.2471,-42.3457,3.9195,-0.05,-0.24,2.47,0.16,26.9269,0.0244,1.4319,1.29313,9.074111667,C,13.24952628,11.06529499,12.59162614,1.098612289,1,0,0,0
sh.600761,2016,1,11.48143049,2.197224577,270.274644,0.091818,0.2942,6380659650,0,-0.0472,17.8627,1.3799,0.49,0.6,7.34,1.09,59.9204,0.006,0.913,1.10039,1.55719925,C,13.95222525,11.59377001,11.9590443,0.693147181,1,0,0,0
sh.600763,2016,0,13.06571521,2.63905733,264.096291,0.16653,0.3012,1286049125,0,-0.3158,88.461,14.0892,0.39,0.48,2,0.23,66.9057,0.1727,2.6446,1.31469,10.8046785,Q,15.15130342,12.60686869,13.54492651,0,0,1,0,0
sh.600765,2016,0,11.30479706,0.693147181,377.577394,0.06921,0.7104,13947427490,0,-0.2704,-29.9916,1.8969,0.14,0.24,5.11,-0.02,59.326,0.0163,1.579,1.30969,2.920778,C,14.20687742,11.86740682,11.76970641,0,1,0,0,0
sh.600766,2016,0,14.83711742,0,858.961581,0.059991,0.6813,164524809.1,0,-0.1423,-575,231.9501,0.02,0.02,0.04,0,5.6453,0,2.8541,1.09354,69.7234125,S,12.25486757,10.18904587,15.31431552,0,0,0,0,0
sh.600768,2016,0,10.99212185,0,129.492341,0.284434,0.9108,721435503.9,0,0.0218,-66.9959,4.0092,-0.14,-0.15,3.95,0.3,50.2121,0,0.6845,1.3671,92.073835,C,14.03561028,11.72410031,11.47371095,0,0,0,0,0
sh.600770,2016,0,11.89943235,0,391.486908,0.015061,0.2516,6329743466,0,-0.4335,-56.5265,23.8464,0.03,0.01,0.52,0.02,32.5781,17.9712,0.9982,1.83788,3.073829667,S,14.70134249,12.21613071,12.39530279,0,0,1,1,0
sh.600771,2016,0,13.37281355,1.945910149,273.226402,0.050182,0.2158,2083437233,0,0.0457,469.1419,27.5608,0.16,0.3,1.76,-0.61,56.9141,0.1243,2.0618,1.05648,9.91703875,C,14.73976986,12.27203665,13.86289185,0,0,0,0,0
sh.600774,2016,1,11.6253538,0,805.596671,0.020276,0.5993,1715393877,0,-0.1523,302.6846,4.0004,0.04,0.03,3.82,0.3,52.4053,0.0934,1.4191,1.30952,5.00748825,F,13.52542694,11.36489426,12.11853491,0.693147181,1,0,0,0
sh.600775,2016,0,12.48754843,1.791759469,399.735581,0.035913,0.3301,5239976418,0,-0.2742,88.8179,3.5153,0.09,0.14,3.71,-0.07,69.724,0.0003,1.0314,1.40558,3.77510775,C,14.29422675,11.98375767,12.93965148,0,1,0,1,0
sh.600779,2016,1,14.4827866,2.944438979,392.994617,0.152969,0.3331,2203543831,0,0.5,74.4739,10.9211,0.31,0.4,1.63,0.54,57.7846,0.0058,0.992,0.89864,5.6050125,C,14.68240136,12.23291814,14.97689535,0.693147181,0,0,0,1
sh.600794,2016,0,11.88016547,2.397895273,324.298949,0.012284,0.3914,3638560080,88800001,-0.118,228.7065,11.9174,0.03,0.06,0.41,0.09,44.2118,0.7781,0.6189,1.03905,3.223988,G,14.2856398,11.87996529,12.36244333,0,1,0,0,0
sh.600795,2016,0,11.83646613,1.609437912,111.002618,0.090874,0.7266,2.71267E+11,0,-0.1934,15.8184,1.0978,0.25,0.43,2.1,0.94,63.4675,0.0026,0.4637,0.73544,0.80867175,D,14.69882386,12.22875882,12.26606753,0,1,0,0,0
sh.600796,2016,1,12.40860254,0,593.484749,0.05422,0.3827,1028523991,0,-0.0583,100.5663,7.9035,0.05,0.05,0.39,0.07,36.8943,0.6272,1.4457,1.44316,5.436733,C,14.13483736,11.80164595,12.89772486,0.693147181,1,1,0,0
sh.600803,2016,1,14.72681508,2.48490665,170.739909,0.114147,0.7137,18375699147,0,-0.1009,23.8262,2.484,0.17,-0.55,2.65,0.26,80.2924,0.1553,0.4835,1.19549,2.3768035,D,15.11182578,12.63401796,15.21421234,0.693147181,0,0,1,0
sh.600804,2016,0,12.70173663,2.564949357,320.386445,0.120747,0.6885,20507991963,0,-0.0755,41.8945,3.9125,0.43,0.49,4.69,2.07,36.7866,1.1475,4.3092,1.04513,4.7660065,I,16.24208172,13.40330617,13.19012853,0,0,0,1,0
sh.600807,2016,0,13.21508725,1.386294361,1410.409411,0.070665,0.7953,9414574940,0,-0.2068,111.0438,10.012,0.1,0.13,1.25,-2.11,37.8015,2.6904,0.3308,1.34213,5.459277,K,14.62507686,12.2876602,13.68700034,0,0,0,0,0
sh.600809,2016,3,13.04004092,3.218875825,203.830356,0.127126,0.3478,7416626615,0,0.2984,41.104,5.2472,0.52,0.81,3.93,0.67,85.2291,0.0187,1.5946,1.02804,3.89953625,C,14.35899754,11.99610766,13.54451351,1.386294361,1,0,0,0
sh.600810,2016,0,11.21441974,0.693147181,361.391435,0.034473,0.712,9856295325,0,0.1271,47.485,0.5624,0.17,0.23,16.81,1.2,50.597,0,0.6644,1.28132,1.3503355,C,13.88317014,11.58783831,11.7092094,0,1,0,0,0
sh.600815,2016,0,11.88211065,0.693147181,295.93855,-6.986347,0.9354,7663001236,0,-0.3105,-5.2268,2.013,-0.55,-0.65,2.56,0.23,48.8543,0.0088,0.8642,1.43304,4.70626425,C,13.97618363,11.70501017,12.36070718,0,1,0,0,0
sh.600818,2016,3,12.58983207,0.693147181,462.402463,0.153188,0.3649,1009897792,0,-0.4018,93.3968,16.3475,0.25,-0.69,2.08,0.44,43.7763,0,2.2243,1.22508,18.2023885,C,13.65838997,11.35798905,13.06302114,1.386294361,0,1,0,0
sh.600820,2016,1,12.0977611,3.044522438,290.243,0.092841,0.7277,67012849702,0,0.0348,22.5985,1.2915,0.33,0.43,5.6,0.11,59.5382,0.0003,0.3351,1.01626,1.6663825,E,14.79833819,12.31287486,12.59670014,0.693147181,1,0,0,0
sh.600822,2016,0,10.46325225,0,464.639843,0.027758,0.7165,2078058901,0,0.2458,-8.6864,0.1626,0.03,0.04,37.63,-0.68,50.6244,0,0.0755,1.0947,16.12953433,F,14.56148783,12.16345391,10.95725617,0,1,0,0,0
sh.600826,2016,0,13.0047875,2.079441542,333.947246,0.218069,0.2197,4990592415,0,-0.2067,20.0059,4.8014,1.99,2.6,4.28,-0.66,66.6225,0,0.0903,1.15044,3.01520375,L,14.13795703,11.56637856,13.46882823,0,1,0,0,0
sh.600827,2016,1,13.77531272,1.791759469,193.859822,0.054287,0.5609,45609596343,0,-0.1964,19.7063,0.5206,0.42,0.7,22.13,0.6,60.8737,0,0.8916,1.00863,1.1766945,F,14.60814147,12.12235065,14.23924441,0.693147181,1,0,1,0
sh.600830,2016,1,12.07604344,0.693147181,895.706621,0.06754,0.3376,3276046416,0,-0.1733,71.1153,3.0316,0.18,0.21,3.32,-0.21,36.042,0.1149,0.199,1.41017,2.18607325,L,15.13825284,12.63211832,12.5618281,0.693147181,1,0,0,0
sh.600833,2016,0,12.84384291,0,473.240761,0.063148,0.3791,1185287124,0,0.0193,92.9024,3.0748,0.19,0.22,5.18,0.23,54.0127,0,0.6557,1.20677,5.42945525,F,13.95562114,11.65687016,13.33860756,0,1,0,1,0
sh.600834,2016,1,13.8936244,1.386294361,338.901478,0.036238,0.3881,2342389099,0,-0.2363,89.48,9.1277,0.13,0.09,1.18,0.35,65.5098,0.0004,0.037,1.03835,4.71351425,G,13.88129923,11.59548105,14.41192417,0.693147181,1,0,0,0
sh.600836,2016,0,11.18712399,0,685.300781,-0.012771,0.7315,3404283562,0,-0.4475,368.0851,3.7156,0,0,1.83,0.14,28.3944,0.0169,1.2036,1.14948,5.90750125,C,14.45789115,12.02006184,11.67570695,0,0,0,0,0
sh.600839,2016,1,14.59063062,1.386294361,519.265155,0.043999,0.6654,59862974046,0,-0.2781,-11.9736,0.2976,0.11,0.21,10.51,0.5,31.8071,0.0001,0.8997,1.25824,1.0349665,C,14.27552761,11.86925158,15.07961794,0.693147181,1,0,1,0
sh.600845,2016,1,10.62136668,1.945910149,244.918188,0.080901,0.3789,6838086596,56285098,-0.3898,46.4455,3.5088,0.33,0.45,4.62,0.8,60.2699,0.0983,1.0353,1.41818,3.95646175,I,15.16798983,12.61189006,11.10867135,0.693147181,1,0,1,0
sh.600847,2016,0,13.07006519,2.302585093,477.420417,-0.063866,0.0781,726319841,0,-0.1992,-189.0341,16.3218,-0.01,-0.01,1.18,-0.43,43.1305,0.2528,1.674,0.65017,6.606455,C,13.12136488,10.9203562,13.56874916,0,0,0,0,0
sh.600848,2016,0,11.41237758,1.609437912,389.753076,0.087257,0.5103,10730126350,323473115,-0.1576,65.4379,10.793,0.17,0.24,0.77,-0.04,72.0635,0,0.1467,1.1343,4.155271333,K,14.75894981,12.34312638,11.89387187,0,1,0,0,0
sh.600853,2016,0,12.59706194,0.693147181,714.787958,0.03557,0.9117,9460609269,0,-0.0894,172.818,0.5216,0.03,0.05,9.39,-2.24,37.615,0,0.6263,1.33155,4.0185575,E,12.94801237,10.84721571,13.07758927,0,1,0,0,0
sh.600855,2016,1,11.91451101,1.386294361,551.560173,0.065437,0.4354,1718723098,0,-0.2719,290.6439,10.9,0.03,0.06,1.98,-0.73,71.0717,0,0.9001,1.33621,10.73625567,C,13.93861364,11.72027692,12.39579589,0.693147181,1,0,0,0
sh.600859,2016,0,10.53135384,2.708050201,202.741792,0.055397,0.4001,17787899438,0,-0.2225,20.3584,0.7293,0.57,0.82,16.38,0.3,69.2503,0,0.5749,1.0113,1.250298,F,14.85217687,12.32107176,11.04790733,0,1,0,1,0
sh.600861,2016,0,11.87848591,1.098612289,392.116256,0.037701,0.4627,4468250936,0,-0.1677,44.8076,1.808,0.25,0.38,5.74,1.59,40.0632,0.0593,0.4227,1.32653,1.9285195,F,13.85770857,11.51890951,12.34967092,0,1,1,1,0
sh.600862,2016,0,12.14838444,0.693147181,371.021416,0.021641,0.5963,8524784873,594684381,-0.3846,70.1889,8.5773,0.04,0.05,0.45,0.22,75.9642,0.0099,0.4781,1.22738,6.47710175,C,14.25454003,11.95426417,12.61473116,0,1,0,0,0
sh.600863,2016,0,12.63725929,0.693147181,90.620729,0.032383,0.6597,39682758709,0,-0.311,43.0769,1.6518,0.09,0.18,1.19,0.32,64.6234,0,0.8325,0.95177,1.32285925,D,14.10511653,11.74383261,13.08766616,0,1,0,0,0
sh.600867,2016,0,12.74007239,3.295836866,100.489857,0.162703,0.1561,4675008487,0,-0.0314,56.5212,18.6801,0.35,0.42,1.04,0.4,69.8233,0.9942,1.0263,0.73031,9.4925645,C,13.89191682,11.54148843,13.246302,0,0,0,0,0
sh.600868,2016,1,12.94844468,0,1517.779929,0.030586,0.1018,2500574029,0,-0.0337,239.2857,46.0598,0.04,0.05,0.14,0.07,5.4188,0.0108,0.6603,1.22921,4.71346925,D,14.82423497,12.3810889,13.41928924,0.693147181,0,1,0,0
sh.600872,2016,0,11.90753828,3.555348061,373.348376,0.129452,0.371,4910866585,0,-0.1003,38.0335,4.0661,0.32,0.42,2.88,0.59,50.0164,0,1.2701,1.18867,3.67920625,C,15.33519902,12.73303572,12.40293891,0,1,0,0,0
sh.600873,2016,0,11.25472185,2.63905733,260.985207,0.114926,0.4526,16983012102,0,-0.2867,31.6351,1.7097,0.21,0.22,2.55,0.76,8.0573,32.581,0.934,1.17547,2.169412,C,15.09366304,12.36274648,11.74003837,0,0,0,0,0
sh.600874,2016,0,11.60672646,1.386294361,272.34816,0.093409,0.5298,10640897000,0,-0.2294,36.8207,5.999,0.26,0.35,1.36,0.25,75.7808,0.0001,0.7674,1.02619,2.465522,D,14.76283512,12.31802596,12.08906799,0,1,0,0,1
sh.600879,2016,0,11.69782114,2.890371758,530.873184,0.055495,0.5497,19581504438,167154930,-0.1472,59.3474,1.6931,0.23,0.25,6.19,-1.16,53.723,0.0059,1.382,1.25544,2.479836,C,14.20077364,11.85655242,12.16801885,0,1,0,1,0
sh.600882,2016,0,11.5357618,0.693147181,365.426157,0.027769,0.4657,2170830689,0,-0.0521,-24.0861,11.8822,0.09,0.07,0.74,-0.03,36.916,18.0344,1.5267,1.20488,3.6641065,C,15.10151514,12.51260442,12.02075914,0,0,1,0,0
sh.600883,2016,1,12.72570405,0,459.715352,0.021957,0.0827,707977115,0,-0.1082,39.086,302.6244,0.09,0.08,0.04,-0.18,54.7879,0,7.0567,1.31494,5.61053625,C,13.96281011,11.67870384,13.19951199,0.693147181,0,0,0,0
sh.600884,2016,0,13.11497378,3.044522438,828.833941,0.040549,0.4074,14586415932,0,-0.2824,23.6551,3.2078,0.24,0.32,3,-0.6,59.5697,0.0042,0.672,1.36034,2.038593,C,14.61567234,12.24986898,13.59473539,0,0,1,1,0
sh.600886,2016,1,11.97114055,2.397895273,189.638626,0.136555,0.721,2.03291E+11,0,-0.2012,8.5976,1.447,0.5,1.12,3.26,2.08,59.1745,0.0001,0.3084,0.79757,0.84599675,D,14.74416494,12.22435499,12.45368924,0.693147181,1,0,0,0
sh.600887,2016,0,10.4630792,3.784189634,203.914175,0.245294,0.4082,39262272886,0,0.0712,22.0766,1.7831,0.72,0.75,7.57,2.03,33.4373,7.9849,0.9116,0.75378,4.5150095,C,16.59487211,13.6054564,10.96788842,0,0,0,0,0
sh.600892,2016,0,12.85253424,0,290.566256,0.091442,0.3223,2497939956,0,-0.1024,385.8005,563.6068,0.46,0.49,1.05,0.54,21.7796,39.9298,0.5731,1.28464,5.378716,I,14.42408031,11.83079202,13.31467541,0,0,1,0,0
sh.600893,2016,1,14.60006132,2.197224577,188.289713,0.057052,0.6174,49345413656,580225675,-0.2729,57.5901,2.7172,0.15,0.18,6.47,-3.34,76.2688,0.0021,1.7399,1.14562,3.76043025,C,14.56276754,12.17276457,15.06011743,0.693147181,1,0,0,0
sh.600894,2016,0,11.70753341,2.397895273,230.329315,0.155197,0.2593,9567368361,0,-0.3162,11.6818,2.4359,0.98,0.68,3.81,0.37,71.0027,0.0037,0.7833,1.17334,1.83277925,C,14.95093714,12.36179158,12.20040457,0,1,0,0,0
sh.600900,2016,0,11.2688236,2.772588722,54.449432,0.162101,0.57,2.98895E+11,8494058520,-0.0664,17.5346,5.8716,0.74,0.82,1.69,1.26,85.7498,0.0002,0.1628,0.28717,2.275584,D,14.50419831,12.03699375,11.73821198,0,1,0,0,0
sh.600961,2016,1,11.33252532,1.098612289,323.456802,0.128791,0.9732,5899817805,0,-0.1623,-26.5907,0.429,0.06,0,17.12,0.12,58.6143,0.0007,0.4224,1.09192,37.99689375,C,13.8079833,11.53178982,11.8236829,0.693147181,1,0,0,0
sh.600963,2016,0,10.60400521,2.397895273,482.75381,0.005374,0.6308,14228228655,0,-0.0073,-29.8284,1.4374,0.02,0.01,3.31,0.66,62.6617,0.0113,0.765,1.173,1.440844,C,13.91227513,11.66851177,11.09499714,0,1,0,0,0
sh.600966,2016,1,13.83194682,1.098612289,532.508603,0.048867,0.6288,12043655334,0,-0.1726,69.3878,0.7084,0.08,0.07,3.96,0.37,29.5132,0,0.5772,1.09803,1.0690675,C,14.30849863,11.88116824,14.30766287,0.693147181,0,0,0,0
sh.600970,2016,0,11.12298018,2.397895273,333.421961,0.074613,0.7403,27799719091,0,-0.11,17.0846,0.5504,0.28,0.31,7.2,0.79,56.7491,0.0092,0.4627,1.14882,1.68328175,E,15.27661805,12.7044802,11.60955011,0,1,0,0,0
sh.600971,2016,2,12.12528833,1.609437912,534.872486,0.006226,0.5724,13546468567,0,-0.0032,-6.488,1.5808,0.12,0.1,2.95,1.7,63.7064,0,3.189,1.1437,0.98888325,B,14.06774756,11.78938973,12.61195328,1.098612289,1,0,0,0
sh.600975,2016,0,12.42862565,2.079441542,1355.409122,0.160669,0.3224,1914835202,72916666,0.0363,85.7706,4.2871,0.32,0.27,1.81,0.15,53.5189,0,0.8614,1.27814,4.251362,A,13.74840982,11.59087704,12.90304816,0,1,0,0,0
sh.600976,2016,1,10.73115462,2.302585093,355.424934,0.063753,0.4295,1807797214,0,-0.0562,65.6591,2.1471,0.37,0.41,11.28,0.03,68.7512,0.1073,0.7277,1.18973,4.280421,F,14.47623836,12.07892749,11.24634781,0.693147181,0,0,0,0
sh.600980,2016,0,13.33124565,0,1092.360698,0.071142,0.3285,773767002.9,8883952,0.0297,89.3872,9.0868,0.12,0.1,1.44,-0.24,58.9374,0.0037,1.4956,1.0695,7.58212525,C,14.41824112,12.12849198,13.815821,0,1,0,0,0
sh.600984,2016,0,13.12304819,2.302585093,386.511791,0.025741,0.4226,5531626705,0,-0.2413,680.1158,7.9362,0.11,0.08,1.45,-0.07,42.6994,14.6525,2.1794,0.79978,1.78024425,C,13.99315536,11.59194768,13.61770108,0,1,0,0,0
sh.600985,2016,1,12.00564832,0,476.113702,0.072667,0.3588,2093255458,0,0.0867,31.3961,4.3347,0.33,0.4,2.26,0.24,41.9331,0,2.5076,1.25154,2.42536525,B,13.78205822,11.46878796,12.51079683,0.693147181,1,0,0,0
sh.600986,2016,0,13.93589366,1.945910149,325.821777,0.098457,0.4797,8163616124,0,-0.2743,63.9798,5.4787,0.35,0.41,5.65,0.46,35.882,13.2147,0.1647,1.21383,3.481743667,I,13.22600422,10.93905519,14.3923974,0,0,0,1,0
sh.600988,2016,1,12.47575638,2.197224577,1248.914685,0.132784,0.3436,3790607646,0,0.3328,34.0773,6.9116,0.21,0.26,1.86,-0.18,11.7779,6.9396,1.0738,0.71961,5.222147,B,14.73841974,12.24099541,12.96384988,0.693147181,0,0,0,0
sh.600993,2016,0,10.80517129,1.791759469,535.299358,0.128973,0.1922,2496726680,0,-0.0931,37.39,4.8261,0.48,0.51,3.27,0.39,52.4202,0,1.4642,1.20422,4.239028,C,14.70406045,12.22620378,11.31511634,0,0,0,0,0
sh.600998,2016,1,10.90280962,3.091042453,100.143074,0.077739,0.6899,38728541814,27247956,0.0582,47.6457,0.6888,0.28,0.33,27.46,-1.21,81.1401,3.181,0.298,0.90602,2.72628925,F,14.685674,12.24924246,11.39298496,0.693147181,0,0,1,0
sh.601000,2016,0,9.94751145,1.386294361,146.715632,0.097381,0.2676,20293243937,302137130,-0.1251,14.4385,3.5443,0.24,0.26,1.08,0.25,68.7008,0,0.3867,0.9657,1.36433375,G,14.41906175,12.0055283,10.45301402,0,1,0,0,0
sh.601002,2016,1,12.28119331,0,664.423445,0.030696,0.4022,4243024554,0,-0.1743,-6346.6667,3.3126,0.06,0.08,2.06,0.33,45.9804,0,1.315,1.27136,2.83257575,C,15.36054669,12.81753584,12.74673862,0.693147181,0,0,0,0
sh.601010,2016,1,10.6214376,0,207.659082,0.061094,0.3801,6659487524,0,-0.2765,39.909,1.3465,0.1,0.15,2.61,0.28,23.736,0,0.7265,1.14367,2.443039,F,13.71015115,11.32970293,11.11445828,0.693147181,0,0,1,0
sh.601012,2016,0,11.37161204,3.610917913,320.18328,0.153305,0.4735,19172404496,138943663,-0.019,42.5281,4.4955,0.55,0.63,4.27,0.05,19.1956,27.876,0.9925,1.01084,3.20153725,C,15.23378821,12.47766752,11.86510366,0,0,0,0,0
sh.601028,2016,0,12.23802452,2.708050201,383.350159,-0.328446,0.3705,3101126533,0,0.1366,-35.5151,3.7521,-0.38,-0.36,1.8,0.29,19.5009,0.0529,0.1901,1.37782,3.064382,F,13.0759026,10.92283016,12.72315309,0,0,0,0,0
sh.601058,2016,0,12.03250299,2.833213344,499.832103,0.079926,0.6474,12907745951,0,-0.0051,38.7384,0.9557,0.13,0.16,3.51,0.43,22.7302,9.0493,0.7826,1.09864,1.89154225,C,14.28288636,11.82528056,12.53114289,0,0,0,0,0
sh.601088,2016,0,17.16992362,2.833213344,30.012206,0.072712,0.3354,5.71664E+11,0,0.0808,17.1217,1.8175,0.87,1.84,7.57,3.13,94.9405,0,0.4963,0.74587,0.7958295,B,14.88709452,12.43551368,17.63721407,0,1,0,0,1
sh.601098,2016,1,11.48227342,2.397895273,69.322288,0.141748,0.2857,18618748058,0,-0.3029,17.4945,2.9668,0.66,0.64,3.87,0.36,83.4425,0,1.2462,0.94236,2.54314225,R,14.67967017,12.18328826,11.97465194,0.693147181,1,0,1,0
sh.601100,2016,2,11.50815233,2.708050201,398.295516,0.020074,0.3201,5199065280,0,-0.0325,199.5031,9.303,0.07,0.05,1.54,0.01,88.946,0,1.7619,1.09466,2.36800375,C,14.44315929,12.1506056,12.00602004,1.098612289,0,0,0,0
sh.601101,2016,0,11.67893466,1.791759469,119.72965,0.003433,0.5068,18384645811,0,-0.1501,-19.5093,1.2197,0.15,0.15,5.72,0.14,75.134,0,1.8335,1.20073,0.789197,B,14.80998418,12.36705869,12.18606029,0,1,0,0,0
sh.601111,2016,0,10.69166805,3.044522438,98.599379,0.098931,0.6588,2.24128E+11,0,-0.1608,11.4723,0.8649,0.55,1.13,10.03,1.83,90.9789,0.0003,0.7022,0.85653,1.263749,G,15.23758245,12.70838613,11.18642014,0,1,0,0,1
sh.601113,2016,0,10.9545725,0.693147181,172.884527,0.026404,0.3653,4435698459,0,-0.0486,43.3784,5.5356,0.03,0.03,1.68,0.15,64.3979,0,0.9989,1.17706,3.117511,C,13.93808299,11.64979761,11.46093037,0,0,0,0,0
sh.601117,2016,0,12.7321151,1.386294361,117.140283,0.064446,0.652,83884173156,0,-0.0174,12.4084,0.5257,0.29,0.31,7.4,0.18,78.1342,0,0.8277,0.91831,1.02130775,E,14.18728168,11.84368872,13.21709168,0,1,0,0,0
