code,year,Manip,Readty,Analy,Turn,Roe,Lev,Size,Comstate,Roc,PE,PS,Eps,Opps,Rps,Ncfops,IO,MO,ED,Beta,PB,sector,TOPSalary,Readty_predicted,Readty2,Lnma,Equity,Same,Digital,Big4
sz.300198,2021,0,12.19597,1.098612289,638.088482,-0.079699,0.606,3549740146,0,-0.2194,-2115.7895,4.6346,-0.02,-0.04,0.36,-0.05,22.1756,15.9473,1.4255,0.57743,2.7890215,C,14.40684703,11.90228018,12.67560688,0,0,1,0,0
sz.300201,2021,1,13.58615535,0,766.292226,0.101844,0.4473,2329836952,0,0.2549,-21.3097,1.9635,0.05,0.05,1.01,-0.26,35.51,0.9826,0.4604,0.76744,2.868829,C,14.87645594,12.38823371,14.06857283,0.693147181,0,0,0,0
sz.300203,2021,1,12.82711449,1.609437912,536.278602,-0.066122,0.6207,10299570002,0,1.4216,31.1817,3.1181,-0.14,-0.31,4.61,-0.93,63.2364,0.0773,1.7712,0.88603,2.04268075,C,15.32512836,12.89374451,13.31993343,0.693147181,0,0,0,0
sz.300205,2021,1,12.94483616,0.693147181,569.404613,-0.107089,0.5522,3158930586,0,0.2928,-94.2254,3.3977,-0.03,-0.05,0.76,-0.52,44.7569,1.261,1.6297,0.52024,3.808029,C,15.04280948,12.51741269,13.42220787,0.693147181,0,0,1,0
sz.300208,2021,0,12.84093732,0,1041.552556,-0.10739,0.7085,4200396363,0,-0.2088,-22.754,28.0642,-0.02,0.02,1.63,0.48,30.9469,11.0501,0.2573,0.97976,5.998701,C,14.45694383,12.05848535,13.31971959,0,1,0,0,0
sz.300212,2021,1,11.95097002,2.197224577,395.64062,-0.04266,0.6844,14390704672,16345210,0.1533,27.9095,9.0979,0.22,0.29,2.82,-0.5,50.1071,4.4084,0.8445,0.91506,3.9508785,I,15.20215511,12.62693062,12.4648498,0.693147181,1,0,1,0
sz.300215,2021,0,12.86239272,0.693147181,541.041191,0.099282,0.481,3770383187,0,0.3969,65.5984,10.8301,0.19,0.22,0.85,0.57,31.9709,24.5418,1.4329,1.0258,3.53004625,M,14.98318269,12.41018901,13.32340703,0,0,0,0,0
sz.300217,2021,1,11.77167398,1.098612289,1422.448688,0.062075,0.4736,5334420046,0,0.5353,127.8824,3.3969,0.06,0.07,1.45,-0.1,8.816,23.2235,1.1997,1.06452,2.36252575,C,14.43075079,12.03731015,12.2638021,0.693147181,0,0,0,0
sz.300218,2021,1,11.87488893,2.397895273,502.065033,0.117023,0.4302,2203254956,0,0.6937,78.6104,2.4286,0.45,0.52,6.86,0.17,76.0377,0.4367,1.2469,0.76555,2.637968,C,15.21819511,12.7154902,12.35648517,0.693147181,0,1,0,0
sz.300222,2021,1,13.5045645,0,1485.634917,-0.047801,0.6579,6470385161,11850184,0.1455,-25.1955,3.3649,0.17,0.17,2.31,-0.51,11.5686,24.6913,0.7044,1.07447,3.82232725,C,15.22190187,12.66367627,13.99498384,0.693147181,0,1,1,0
sz.300223,2021,3,15.43425529,2.833213344,870.372999,0.089914,0.0893,11335026226,0,0.4646,188.3614,29.7402,1.35,1.37,7.88,1.83,58.2141,18.1308,0.1779,0.91846,5.51787775,C,14.34848957,11.85926982,15.8973488,1.386294361,0,1,1,0
sz.300225,2021,1,11.68773687,0,732.717092,-0.12147,0.2879,1300898387,0,-0.1083,-454.2056,8.0598,0.13,0.14,1.21,-0.12,23.1022,2.392,0.6993,1.05285,7.29012625,C,14.81687783,12.29030582,12.16390422,0.693147181,0,0,0,0
sz.300226,2021,0,12.33587457,1.945910149,284.629821,0.114501,0.7387,14194300745,0,-0.3803,37.5173,0.1326,0.83,1.9,242.27,1.09,51.2905,4.9117,0.064,0.70271,2.9025955,I,14.93438321,12.27438901,12.83814745,0,0,0,1,0
sz.300228,2021,0,13.08329057,0.693147181,1976.679652,0.021485,0.4446,3537581997,0,0.4284,113.1378,3.0808,0.07,0.08,2.09,0.5,2.8268,7.531,1.0587,0.93431,2.2832855,C,15.39012946,12.87955666,13.58355475,0,0,1,0,0
sz.300229,2021,1,12.16251067,2.079441542,488.309841,0.09587,0.3082,3725979597,0,0.238,23.4431,5.6496,0.06,0.15,0.3,-0.09,49.3822,0.1154,1.5855,0.88672,2.8998345,I,14.88712876,12.40871019,12.64549608,0.693147181,0,0,1,0
sz.300232,2021,1,11.94736902,1.791759469,559.968339,0.039323,0.5712,10777330392,0,-0.0499,61.2847,1.9713,0.19,0.21,4.42,-0.15,14.2251,26.8649,0.8128,0.70103,2.12423525,C,15.14682087,12.44747271,12.44176118,0.693147181,0,1,0,0
sz.300236,2021,1,11.77033186,1.098612289,621.941903,0.020948,0.2494,6644193638,0,-0.1712,127.6962,18.4492,0.27,0.32,2.27,0.48,57.6047,1.4253,0.6415,0.96253,2.75712475,C,14.92126429,12.43420108,12.28068248,0.693147181,0,0,0,0
sz.300237,2021,0,10.21265711,0.693147181,873.420778,-0.162753,0.7616,10249939212,0,0.0929,-73.3167,1.3938,-0.07,-0.14,0.26,-0.04,27.53,0.3175,1.179,0.63405,1.415111,E,14.56300434,12.1233894,10.68937528,0,1,0,0,0
sz.300238,2021,0,11.01382222,0.693147181,537.886771,0.093998,0.3191,1098737109,0,-0.2629,87.3645,11.2444,0.23,0.25,1.4,0.34,30.1508,0.0109,1.1391,0.47618,6.589471,C,15.35880888,12.66703442,11.49828484,0,0,0,0,0
sz.300240,2021,1,13.67952946,0.693147181,507.963412,0.141634,0.5686,3595163322,0,0.4419,161.4037,0.8128,0.44,0.71,13.28,0.13,57.3221,1.6942,0.517,0.71106,1.67602,G,15.19352095,12.62656497,14.17601577,0.693147181,0,0,1,0
sz.300242,2021,1,12.01894489,0,644.382341,-0.396493,0.677,1538119084,0,0.0021,-8.225,0.4417,-0.01,0.08,2.43,-0.5,24.4188,0,0.1319,1.08727,4.249953,I,15.06575636,12.51408004,12.50571561,0.693147181,0,0,1,0
sz.300244,2021,0,12.24539485,2.48490665,476.803388,0.199057,0.5206,15594035702,0,-0.0207,12.7188,1.9559,1.99,2.87,15.05,0.76,36.7203,26.3875,0.8502,0.84093,2.95776175,Q,16.75905445,13.58543499,12.73037143,0,0,0,0,0
sz.300245,2021,0,11.83912657,0,364.902017,0.026431,0.1391,1772141516,0,-0.0032,77.0903,5.8721,0.06,0.05,0.9,-0.35,15.353,1.357,1.675,0.74087,1.8132805,I,14.77351927,12.17777003,12.33813078,0,0,0,0,0
sz.300251,2021,2,10.56341511,3.526360525,179.369204,-0.032622,0.0867,10479429854,0,0.0646,119.2022,32.5233,0.19,0.2,0.33,0.22,71.6852,6.6532,0.4359,0.55828,3.52840325,R,14.65375369,12.18325979,11.06145483,1.098612289,0,1,1,0
sz.300253,2021,2,10.96148845,3.583518938,327.5595,0.074153,0.3099,7496296726,0,-0.0423,70.4466,15.8715,0.12,0.12,0.82,-0.12,36.3246,13.589,2.2802,0.91691,6.9115215,I,14.69451512,12.15617201,11.44140464,1.098612289,0,0,1,0
sz.300258,2021,1,11.20252183,3.135494216,415.940099,0.0547,0.3308,4703207784,0,-0.2073,44.1022,5.1295,0.28,0.33,2.13,0.45,56.86,4.937,1.299,1.08283,1.913722,C,14.49344308,12.0575274,11.69843124,0.693147181,0,1,0,0
sz.300260,2021,0,12.81914179,2.079441542,934.889524,0.133938,0.5661,2939904161,0,1.8111,100.49,8.0774,0.53,0.62,6.52,0.15,22.2821,43.1521,1.1862,1.52089,5.1971105,C,14.99812723,12.47675126,13.30029906,0,0,1,0,0
sz.300261,2021,0,13.29744959,1.098612289,659.984082,0.083632,0.3989,3806025067,0,2.3092,105.5647,9.2132,0.16,0.2,1.67,0.37,29.1389,28.1342,0.5145,0.91915,3.79818575,C,14.81761231,12.36205523,13.78786893,0,0,1,0,0
sz.300263,2021,1,10.69859845,1.945910149,908.927387,0.093314,0.4715,6288325043,0,0.4978,69.1478,5.1119,0.22,0.27,1.67,-0.09,25.4818,19.3129,0.8076,1.30681,2.4223395,C,14.92532685,12.42174838,11.19959296,0.693147181,0,0,0,0
sz.300264,2021,3,12.54704785,0,3165.58832,-0.733567,0.5218,302969241.3,0,1.6468,-71.2587,33.1175,-0.09,-0.09,0.21,-0.09,0.6158,18.305,1.7611,1.01576,14.2360515,I,14.12321656,12.06104027,13.03048194,1.386294361,0,0,0,0
sz.300265,2021,0,13.51126779,0,795.345355,0.034024,0.474,2582205365,0,0,90.8096,2.6786,0.1,0.13,3.72,-0.53,50.3669,0.122,0.6869,0.52141,2.6742715,C,14.6094533,12.18096986,13.99202425,0,0,0,0,0
sz.300266,2021,1,12.40440819,0,503.721231,-0.020406,0.8202,11744202420,0,0.1642,-11.2146,2.5001,0,0.01,1.15,-0.17,36.579,0.4929,0.6858,0.61919,2.635666,N,15.13992978,12.56465648,12.88489888,0.693147181,0,0,1,0
sz.300268,2021,1,11.68275487,0.693147181,975.898007,-0.457373,0.9072,11300420798,0,0.5792,-6.6225,0.7137,-0.61,-1.16,19.39,1.78,59.5264,0.2311,0.6493,0.60114,2.54770475,C,14.60310436,12.35339645,12.18364006,0.693147181,0,0,1,0
sz.300269,2021,1,12.0639854,0,982.640162,0.384787,0.8948,1550667242,0,-0.044,-7.7713,1.9156,0.15,0.17,1.4,0.07,59.5264,0.0032,1.2855,0.60897,13.5756965,L,14.40274207,12.0627395,12.55836639,0.693147181,0,1,1,0
sz.300274,2021,0,11.60074262,3.713572067,902.74119,0.101099,0.6101,42840130915,1171875,1.0172,111.7145,11.2283,1.01,1.24,10.35,-2.6,40.1709,31.9135,0.2787,2.04686,12.44079925,C,16.44017922,13.65831504,12.09686701,0,0,1,0,0
sz.300277,2021,2,12.12436317,0,632.588535,0.029447,0.2925,712414204,0,0.0946,180.4659,9.8045,0.03,0.04,0.38,0.01,41.66,0.2249,0.5314,1.00198,6.31638,I,14.62238858,12.19478952,12.61574253,1.098612289,1,1,0,0
sz.300279,2021,0,12.949269,0,957.30335,0.068665,0.6907,2892271757,0,0.3687,4593.75,1.9618,0.06,0.07,3.38,0.03,22.6325,2.1533,1.1202,0.83033,3.04365425,C,15.09833179,12.56393042,13.4456292,0,0,0,1,0
sz.300280,2021,0,11.9114928,1.791759469,651.74216,0.140824,0.365,3469924176,0,-0.3429,17.8658,3.7949,1.94,2.28,8.47,0.29,45.1172,0,0.08,0.81724,2.83144,L,13.58873667,11.07330544,12.4204373,0,0,0,0,0
sz.300285,2021,1,11.78475174,3.295836866,235.194953,0.138454,0.2212,7878786720,0,-0.0563,68.53,16.8088,0.6,0.7,2.26,0.25,49.257,28.6261,1.242,1.31831,7.57498725,C,14.9485246,12.33232325,12.2737926,0.693147181,0,0,0,0
sz.300286,2021,2,11.11989905,1.609437912,766.580803,0.17365,0.308,1415285751,0,1.142,59.8992,9.9159,0.63,0.71,3.44,0.51,39.4036,24.8762,0.7837,1.32633,5.14410475,C,15.58331898,12.94709955,11.5934986,1.098612289,0,1,1,0
sz.300291,2021,1,12.21483993,0,342.892792,0.017912,0.1089,4357034189,7000000,0.4008,35.6973,22.1723,0.06,0.06,0.58,0.12,42.3917,0.3619,0.2666,0.49806,1.3141705,R,14.69089638,12.18739732,12.71626798,0.693147181,0,1,0,0
sz.300294,2021,0,11.96360371,1.945910149,539.976985,0.05045,0.092,7621775902,78308575,0.1434,121.1355,7.8077,0.75,0.77,3.93,2.71,54.555,0.7402,0.6233,1.31461,3.14413525,C,15.86706702,13.1627956,12.44190883,0,1,0,0,1
sz.300296,2021,0,11.33197098,2.397895273,954.714203,0.078583,0.5078,15848259875,0,0.6116,-31.3647,3.9292,0.2,0.25,2.29,0.07,12.9814,23.9857,0.5525,0.71787,2.98914025,C,14.93816517,12.36081011,11.81870706,0,0,1,1,0
sz.300298,2021,1,13.87440674,1.386294361,167.112527,0.038615,0.3277,4153513571,0,-0.1645,97.248,8.3823,0.35,0.36,3.1,0.34,35.5859,25.5809,1.4966,1.08809,5.81204125,C,14.82871055,12.2012495,14.36150722,0.693147181,0,1,1,0
sz.300299,2021,1,12.23067896,0.693147181,653.018301,0.143196,0.4798,1020885908,0,-0.1303,158.8942,9.4038,0.09,0.12,0.58,0.08,21.4868,8.1072,0.7669,0.96132,7.8115645,I,14.92499717,12.35418237,12.73117537,0.693147181,0,0,0,0
sz.300300,2021,0,12.1317532,0,724.566752,-0.669979,0.6602,1596437037,0,-0.0795,-5.0846,9.0191,-0.11,-0.09,0.54,-0.15,18.9141,0.0186,0.8648,0.51292,4.320252,I,14.54513479,12.04970368,12.63892102,0,1,1,1,0
sz.300301,2021,2,12.8000384,0,1123.4495,-0.676309,0.689,1342735457,0,-0.1913,-125.6757,2.256,0.02,0,1.57,-0.05,22.87,0,2.0268,1.03187,3.496053,C,14.80802169,12.34360009,13.29392622,1.098612289,0,0,0,0
sz.300308,2021,1,10.67641557,3.663561646,285.084484,0.076332,0.2995,16564680791,40125805,-0.1644,40.0026,4.8236,0.79,0.77,6.65,0.49,49.8328,8.7691,0.7255,0.77826,3.046666,C,15.72762767,12.93263064,11.15370114,0.693147181,0,0,1,1
sz.300316,2021,0,10.47789414,3.610917913,364.807842,0.25043,0.5785,16883752272,0,1.3105,79.7834,23.463,0.86,1,3.1,0.66,70.2821,8.0819,0.7631,1.61527,10.88762025,C,15.62648441,13.04284572,10.96351001,0,0,0,0,0
sz.300320,2021,2,12.40209177,0.693147181,1247.872617,0.075021,0.3578,3138855878,0,1.3223,66.6391,4.2876,0.23,0.28,3.1,0.1,9.5626,13.8542,0.8938,0.56362,2.7429115,C,14.34295787,11.93355494,12.87760267,1.098612289,0,1,0,0
sz.300321,2021,0,12.87049222,0,255.748679,0.005112,0.1558,735147069.3,0,0.1199,98.1598,4.4022,0.12,0.12,4.17,0.12,45.611,5.1975,1.0883,0.93492,2.65133,C,14.43134518,11.97817578,13.34997976,0,1,0,0,0
sz.300327,2021,0,12.02448878,3.218875825,706.259618,0.282274,0.2207,1705303267,0,1.2925,78.7293,20.8575,0.86,0.91,3.52,-0.38,67.0648,17.1236,0.2825,1.24324,15.219923,C,15.34707363,12.80705066,12.51769177,0,0,0,0,0
sz.300332,2021,0,13.03314077,1.098612289,550.261645,0.056128,0.5448,8277374909,0,1.3188,140.896,5.8286,0.06,0.07,1.28,0.31,22.6284,5.0452,0.6296,0.90791,1.828824,D,14.80713174,12.31993348,13.52075214,0,0,0,0,0
sz.300338,2021,1,12.53109608,0.693147181,1599.014613,-14.247066,0.9743,1268756895,0,-0.0399,-2.8099,2.6925,-0.53,-0.55,2.43,0.06,4.3613,17.0177,5.19,1.13878,21.127924,P,14.7795246,12.33059019,12.99654913,0.693147181,0,0,0,0
sz.300339,2021,1,12.09570854,0,2257.486789,0.057626,0.3075,4413694909,0,1.3258,110.0532,7.311,0.06,0.14,0.86,-0.31,9.5891,4.1767,4.4518,0.99952,6.98202875,I,15.24342683,12.86879448,12.55313635,0.693147181,0,1,1,0
sz.300340,2021,2,13.68014182,0,1963.989769,0.019835,0.8404,4425848167,0,0.4262,-5.9211,2.5009,0.11,0.12,11.16,0.77,8.2766,14.492,0.6209,1.45805,4.58957525,C,14.59456063,12.26951626,14.15228246,1.098612289,0,1,1,0
sz.300341,2021,1,11.17139363,0,281.911697,0.142294,0.2597,1861536926,0,0.2691,43.1481,5.0088,0.1,0.32,0.75,0.22,65.56,0.069,1.4972,0.51676,3.8588225,C,14.39593743,11.99615611,11.6707204,0.693147181,1,0,0,0
sz.300342,2021,0,11.17273856,0,725.230635,0.064906,0.3155,2264126887,0,0.0708,50.825,6.2971,0.18,0.2,1.69,-0.09,43.9989,12.4751,1.0884,1.01813,3.52258025,C,14.34083122,11.94734965,11.65428594,0,1,0,0,0
sz.300348,2021,0,11.73604611,3.135494216,472.688997,0.084887,0.3664,2364514091,0,-0.1753,52.3574,7.2851,0.03,0.03,1.08,-0.52,16.7618,20.3466,4.1215,1.11238,8.52890475,I,15.06972989,12.4353598,12.18083805,0,0,0,1,0
sz.300349,2021,1,12.59925005,1.945910149,262.875342,0.072613,0.3299,5491569631,0,-0.0474,89.9978,2.673,0.46,0.47,3.69,-0.11,32.7169,14.8523,0.943,0.57805,1.414654,I,14.44571847,11.86078834,13.07819713,0.693147181,0,1,1,0
sz.300351,2021,0,11.23551812,1.098612289,505.204126,0.058101,0.199,2677404081,0,0.5821,53.7876,5.4031,0.09,0.24,0.79,0.01,18.329,34.4885,2.0916,0.89843,1.878839,C,14.66587557,12.10608838,11.7145327,0,0,0,0,0
sz.300354,2021,0,12.09895502,1.609437912,1091.834859,0.161768,0.0928,545294354.7,0,1.6562,76.5919,25.7748,0.17,0.3,0.46,-0.04,24.6502,49.2325,2.2876,1.22273,7.774127,C,14.46976149,12.08395937,12.58614069,0,0,0,0,0
sz.300357,2021,0,11.16870094,2.564949357,204.598719,0.194688,0.0701,1931961024,0,-0.2529,105.7781,47.1565,0.52,0.61,1.18,0.46,73.4563,11.9428,1.8423,1.18685,18.73507775,C,14.77102239,12.26759888,11.67960128,0,0,1,0,1
sz.300358,2021,1,11.88959753,1.945910149,692.315931,0.157664,0.63,9948262018,0,1.3636,45.6495,4.192,0.71,0.75,6.4,2.23,59.668,2.1839,1.2881,1.13926,3.07804775,C,15.79175605,13.18350044,12.37009139,0.693147181,0,1,0,0
sz.300359,2021,0,12.21037972,0,468.956596,0.013338,0.3954,1312424293,0,-0.0164,87.6298,5.2338,0.01,0.04,0.26,-0.05,33.8519,0,2.0164,0.5162,4.64065,I,14.58774661,12.08413191,12.70814015,0,1,0,1,0
sz.300360,2021,1,11.71775751,1.098612289,644.567046,0.120486,0.1952,3322212734,0,0.385,20.9188,5.6739,0.18,0.51,0.66,0,29.3318,18.0931,0.8651,0.93229,1.84181425,C,14.55563722,12.07043566,12.21347257,0.693147181,0,0,1,0
sz.300363,2021,2,12.68044028,3.33220451,352.358736,0.131586,0.3621,6562035210,0,1.4493,134.3414,23.5038,0.27,0.72,1.42,0.46,63.0336,19.2272,1.218,1.55871,11.40932825,C,15.40906316,12.90772187,13.15282519,1.098612289,0,1,0,0
sz.300366,2021,2,13.36087983,0.693147181,1865.91873,-0.009247,0.4017,3773590558,17058491,0.228,-9.1075,3.67,0.08,0.07,2.11,-0.15,12.2661,24.5596,0.9111,1.13883,3.42533375,I,14.94251625,12.5084507,13.83458431,1.098612289,0,0,1,0
sz.300368,2021,0,11.47935811,0,839.015979,0.017716,0.7365,3649171221,0,-0.2482,103.7374,4.0195,0.01,0.09,0.57,-0.28,29.7429,0.1425,0.5796,0.78816,6.3099315,C,14.5343747,12.08704001,11.98838459,0,1,0,1,0
sz.300369,2021,0,11.54442932,3.258096538,473.004123,0.094756,0.237,4765042453,0,0.038,52.9185,6.3011,-0.05,-0.05,0.58,0.03,44.7725,10.6877,1.6949,0.64232,4.03739475,I,15.75617856,13.07447763,12.02236354,0,0,0,1,0
sz.300370,2021,0,13.46327432,0,553.418578,0.094756,1.1537,2375202277,0,-0.1642,-4.8674,3.3869,-0.24,-0.25,0.28,-0.01,44.7725,0.7864,1.3443,0.27994,6.267348,C,14.50460002,12.06748615,13.92546694,0,0,0,1,0
sz.300371,2021,0,11.24135048,0.693147181,446.156769,0.16564,0.1426,1092663907,0,0.1209,19.4165,5.8876,0.25,0.6,0.76,-0.11,3.0551,45.6618,0.9741,0.73833,2.61347775,C,14.79654017,12.09073262,11.72976642,0,0,0,0,0
sz.300373,2021,1,11.94682345,2.772588722,930.650533,0.151112,0.2922,7393748458,0,0.5124,71.6295,13.1538,1.1,1.36,6.32,0.65,70.0022,0.2517,0.9714,1.62621,5.48888275,C,15.32340311,12.80933361,12.4322484,0.693147181,0,0,0,0
sz.300378,2021,2,12.36973748,2.197224577,881.479154,0.067276,0.3642,2638207551,0,-0.1193,94.6336,4.2742,0.25,0.34,4.4,0.38,45.5423,0.1876,2.3902,1.40808,3.68962825,I,16.02663815,13.37423784,12.86100972,1.098612289,0,1,1,0
sh.600004,2021,2,10.92551831,2.708050201,236.31596,-0.022161,0.3247,27545031653,297397769,-0.1465,-143.3084,5.4631,-0.21,-0.24,1.53,0.15,69.9428,0.1876,2.0906,0.48781,1.50134425,G,14.84273461,12.39033012,11.43937133,1.098612289,1,0,0,0
sh.600009,2021,2,10.39905543,3.433987204,416.007078,-0.062206,0.4612,51426088634,833482051,-0.3829,-41.5355,20.9063,-0.65,-0.92,1.43,0.17,72.3778,0,2.1788,0.57593,3.336108,G,14.75230994,12.40594246,10.87783531,1.098612289,1,0,0,0
sh.600010,2021,0,11.13088561,1.609437912,948.085983,0.051866,0.5661,1.47968E+11,13907821061,1.3846,95.2218,2.146,0.08,0.11,1.4,0.18,63.7882,0.002,0.3135,0.98523,1.60401225,C,14.64659236,12.39290911,11.60418717,0,1,0,0,0
sh.600011,2021,2,12.6135541,2.890371758,184.299316,-0.097518,0.7472,4.90068E+11,0,1.1629,-65.1648,0.8978,0.05,0.14,13.19,1.45,90.5356,0,0.2811,0.4384,0.77690825,D,15.11869528,12.75693478,13.05402467,1.098612289,1,0,0,1
sh.600012,2021,1,10.65646991,1.609437912,122.353879,0.132949,0.4004,19920862969,0,0.1456,12.6904,4.0026,0.66,1.34,2.21,1,89.0118,0,0.5249,0.51391,0.9320455,G,14.34460882,11.92182075,11.16212869,0.693147181,1,0,0,1
sh.600019,2021,0,9.1495264,3.091042453,178.426901,0.123771,0.4461,3.80398E+11,0,0.2034,10.4069,0.5664,0.97,1.38,12.49,1.32,80.3303,0.0097,0.1246,0.81793,0.84343975,C,15.84250037,13.16128003,9.638202633,0,1,0,0,1
sh.600023,2021,0,10.63467506,1.386294361,82.3023,-0.013483,0.3797,1.15629E+11,0,0.1129,14.9023,1.0631,0.17,0.13,3.71,0.23,83.1708,0,0.1326,0.26374,0.71140025,D,14.79717734,12.32800599,11.1175065,0,1,0,0,1
sh.600026,2021,1,10.47855705,1.945910149,194.098185,-0.17402,0.4962,59388937773,601719197,-0.1138,15.1951,1.7208,0.09,0.24,2.68,0.48,84.1129,0,0.6127,0.43879,0.88866225,G,15.54741404,12.96123951,10.98045757,0.693147181,1,0,0,0
sh.600027,2021,0,10.49100846,2.564949357,226.171355,-0.080307,0.6639,2.1886E+11,6881562,0.5735,11.5889,0.5677,0.16,0.22,9.57,0.61,87.8866,0,0.2407,0.30696,0.50965875,D,14.69501323,12.3177942,10.96275001,0,1,0,0,0
sh.600029,2021,1,9.827645893,3.17805383,126.783624,-0.178996,0.7391,3.22948E+11,2453434457,0.1426,-9.1803,1.2469,-0.36,-0.55,6.19,0.78,90.0373,0,0.9651,0.38232,1.21217725,G,15.46773992,13.01169961,10.33475728,0.693147181,1,0,0,1
sh.600031,2021,0,10.5768077,3.80666249,414.838729,0.188934,0.5302,1.38557E+11,0,-0.3482,13.7609,1.9491,1.48,1.73,10.33,1.21,47.736,3.3976,0.2233,1.69362,3.66204175,C,18.1965805,14.94844267,11.07540101,0,0,0,1,1
sh.600038,2021,2,12.89726001,2.708050201,346.743778,0.094872,0.6327,27027256862,0,0.2805,58.9964,2.4083,1.05,1.18,24.08,-1.1,78.7648,0.0002,0.5056,1.07775,3.67873425,C,14.61706406,12.14039666,13.37578825,1.098612289,1,0,0,0
sh.600039,2021,0,12.43647426,2.833213344,336.484653,0.205606,0.7772,1.37038E+11,1064274779,1.6696,17.7034,0.8905,0.73,0.91,10.89,0.01,78.8103,0.1322,0.1618,0.57889,1.38767775,E,15.00439033,12.54137353,12.9239379,0,1,0,0,0
sh.600048,2021,0,10.75648471,3.761200116,168.128364,0.140048,0.7836,1.39993E+12,0,-0.012,6.4174,0.7696,0.27,2.08,4.05,-1.57,76.8172,0.0987,0.2171,0.40313,0.56054825,K,16.55376667,13.93255856,11.24186575,0,1,0,0,0
sh.600052,2021,1,12.61747981,0,306.827129,-0.011977,0.0654,3635116599,0,0.7568,-42.1736,23.5454,0.02,-0.06,0.07,-0.26,49.5303,0.077,0.9466,0.3936,0.9787985,R,14.7416332,12.25872023,13.10713767,0.693147181,1,0,0,0
sh.600054,2021,0,10.99896892,2.48490665,216.040917,0.010121,0.1236,5150077687,0,0.088,-73.6802,9.6188,0.03,0.08,1.3,0.11,51.4603,0.077,4.1175,0.46481,1.60966075,N,14.27287274,11.84378768,11.47224389,0,1,0,0,0
sh.600057,2021,0,11.91732431,2.564949357,254.491246,0.125493,0.6731,95834220586,0,0.4103,11.7966,0.0508,0.77,1.37,159.64,-5,73.5335,0.0385,0.0152,0.7071,0.54555775,L,16.09342389,13.34274847,12.39659748,0,1,0,0,0
sh.600060,2021,2,10.17895201,2.079441542,405.203624,0.070729,0.4535,33261727263,0,0.1716,14.385,0.4476,0.48,0.83,25.92,-1.25,64.4434,0.1857,0.3928,0.96343,0.98906275,C,15.14840441,12.604006,10.65929766,1.098612289,0,0,0,0
sh.600062,2021,0,11.24447182,0.693147181,124.233357,0.094461,0.2339,13676050323,0,0.1151,14.2264,1.6402,0.85,1.05,6.59,0.9,66.766,0.0048,1.2104,0.29729,1.233931,C,16.05415439,13.20685279,11.74719431,0,1,0,0,1
sh.600063,2021,1,11.99328615,2.302585093,972.673026,0.155252,0.4544,11654037502,0,0.6749,16.8638,1.6737,0.37,0.44,3.21,0.75,32.5525,0.0072,0.5801,1.35312,1.7639215,C,15.06572772,12.58402869,12.47768444,0.693147181,1,0,0,0
sh.600066,2021,1,11.76684728,3.496507561,201.967503,0.040331,0.523,32165891031,0,-0.3487,46.2506,1.1489,0.12,0.1,6.92,0.32,64.1703,0.2267,0.6773,0.76551,1.8506135,C,15.20619552,12.63323419,12.26211978,0.693147181,0,1,1,0
sh.600070,2021,0,11.90310722,0,496.157291,-0.306174,0.3479,2780685383,0,-0.1376,-7.5149,1.2589,-0.01,-0.01,2.07,-0.45,26.0205,6.7747,0.1874,0.31711,1.77250725,I,15.65975194,12.91027321,12.38786108,0,0,0,0,0
sh.600073,2021,2,12.11651957,0.693147181,258.727069,0.068848,0.5524,14977084880,0,-0.2138,19.0937,0.3179,0.36,0.57,18.57,0.7,45.8434,0,0.5803,0.61781,1.083834,C,14.73674943,12.16595873,12.61320504,1.098612289,1,0,1,1
sh.600079,2021,1,11.81575912,2.302585093,269.737776,0.101724,0.5579,35405745638,0,-0.3353,19.5685,1.7784,0.67,1.06,9.1,0.5,54.8901,6.6971,0.7663,0.74203,2.7903165,C,15.29843264,12.60675552,12.30060305,0.693147181,0,0,0,0
sh.600082,2021,0,10.07056051,0,165.514396,0.005761,0.3783,2810921537,0,0,43.8495,4.2736,-0.07,-0.06,0.88,-0.05,30.1557,0,0.0636,0.24819,1.11267475,F,13.84933307,11.42372707,10.59286648,0,1,0,0,0
sh.600085,2021,2,11.28145974,2.079441542,373.596294,0.11542,0.335,25072835362,0,0.882,56.4579,4.8097,0.22,1.25,2.42,1.76,69.4035,0,1.3009,0.91011,3.10958975,C,15.19955263,12.71913208,11.77670974,1.098612289,1,0,0,0
sh.600096,2021,1,10.77892977,2.708050201,1354.61128,0.356569,0.7629,53142209878,90000000,2.2323,26.6629,0.6918,1.55,2.09,25.92,2.62,42.5667,0.2486,0.1799,1.84687,2.668509,C,14.80475468,12.40603078,11.2820174,0.693147181,1,0,0,0
sh.600098,2021,2,10.24531901,0.693147181,130.88776,0.008737,0.5504,58129625147,393162238,0.2393,42.6126,0.9049,0.03,0.16,2.9,0.29,82.996,0.004,0.1532,0.5118,0.96136925,D,15.19772184,12.69540631,10.71804301,1.098612289,1,0,0,0
sh.600104,2021,0,11.6692172,3.80666249,100.336208,0.089611,0.6414,9.16923E+11,0,-0.1559,12.5448,0.3334,0.6,2.99,15.97,0.59,85.8726,0.0001,0.2727,0.68914,0.72996525,C,15.92497208,13.33653028,12.15185136,0,1,0,0,1
